web_scraper_order,web_scraper_start_url,pagination-selector,Name,Name2,Name3,Name4,Price,Score,Prev race pts.
1763925487-1,https://fantasy.skiclassics.com/athletes,,Haakon Holden,Team Kaffebryggeriet DRIV,https://skiclassics.com/wp-content/uploads/2023/03/Team-Kaffebryggeriet-Driv-race-suit.png,,$3 813,0 p.,-
1763925487-2,https://fantasy.skiclassics.com/athletes,,Mikael Gunnulfsen,Team Ragde Charge,https://skiclassics.com/wp-content/uploads/2023/03/Aukland-Coaching-AS_2024.svg,,$2 036,0 p.,-
1763925487-3,https://fantasy.skiclassics.com/athletes,,Markus Köcheler,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$935,0 p.,-
1763925487-4,https://fantasy.skiclassics.com/athletes,,Runar Skaug Mathisen,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$6 907,0 p.,-
1763925487-5,https://fantasy.skiclassics.com/athletes,,Joel Björnlinger,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$291,0 p.,-
1763925487-6,https://fantasy.skiclassics.com/athletes,,Ole Jørgen Bruvoll,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$8 525,0 p.,-
1763925487-7,https://fantasy.skiclassics.com/athletes,,Per Ingvar Tollehaug,Team Synnfjell,https://skiclassics.com/wp-content/uploads/2023/03/Team-Synnfjell-race-suit-template.png,Youth,$1 097,0 p.,-
1763925487-8,https://fantasy.skiclassics.com/athletes,,Axel Jutterström,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 871,0 p.,-
1763925487-9,https://fantasy.skiclassics.com/athletes,,Elias Andersson,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,,$5 301,0 p.,-
1763925487-10,https://fantasy.skiclassics.com/athletes,,Gaute Kvåle,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$454,0 p.,-
1763925487-11,https://fantasy.skiclassics.com/athletes,,Marie Renée Sørum Gangsø,Team Sjusjøen Langløp,,,$3 012,0 p.,-
1763925487-12,https://fantasy.skiclassics.com/athletes,,Valerie Widmer,Team Emtec Nordic,,QCI,$228,0 p.,-
1763925487-13,https://fantasy.skiclassics.com/athletes,,Hilda Löf,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$6 214,0 p.,-
1763925487-14,https://fantasy.skiclassics.com/athletes,,Magni Smedås,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 183,0 p.,-
1763925487-15,https://fantasy.skiclassics.com/athletes,,Nicole Donzallaz,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$1 970,0 p.,-
1763925487-16,https://fantasy.skiclassics.com/athletes,,Laurie Flochon Joly,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$4 344,0 p.,-
1763925487-17,https://fantasy.skiclassics.com/athletes,,Léonie Harivel,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$3 608,0 p.,-
1763925487-18,https://fantasy.skiclassics.com/athletes,,Jenny Ramstedt,Bruse Sauerland Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/BRUSE-Sauerland-Ski-Team-Race-Suit-2025.png,,$1 210,0 p.,-
1763925487-19,https://fantasy.skiclassics.com/athletes,,Sofie Elebro Lind,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$5 969,0 p.,-
1763925487-20,https://fantasy.skiclassics.com/athletes,,Hanne Skulbru,Team Rustad IL Oslo,,,$1 921,0 p.,-
1763925487-21,https://fantasy.skiclassics.com/athletes,,Jørgen Harby,Team Sport 1 Lillehammer,,Youth,$221,0 p.,-
1763925487-22,https://fantasy.skiclassics.com/athletes,,Stefano Dal Magro,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,Youth,$416,0 p.,-
1763925487-23,https://fantasy.skiclassics.com/athletes,,Einar Kalland-Olsen,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$4 619,0 p.,-
1763925487-24,https://fantasy.skiclassics.com/athletes,,Bastien Laurent,Team Sjusjøen Langløp,,Youth,$1 457,0 p.,-
1763925487-25,https://fantasy.skiclassics.com/athletes,,Petter Northug,Team Burger King - Northug,,,$1 469,0 p.,-
1763925487-26,https://fantasy.skiclassics.com/athletes,,Jakob Walther,Team Slavia Pojišťovna Robinson Trentino,https://skiclassics.com/wp-content/uploads/2023/03/vsc-race-suit-template-TEAM-ROBINSON-TRENTINO.png,QCI,$715,0 p.,-
1763925487-27,https://fantasy.skiclassics.com/athletes,,Joachim Thrane,Danish Skimarathon Team,https://skiclassics.com/wp-content/uploads/2023/03/Danish-Skimarathon-Team-Race-Suit-1.svg,QCI,$217,0 p.,-
1763925487-28,https://fantasy.skiclassics.com/athletes,,Truls Gisselman,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,Youth,$1 054,0 p.,-
1763925487-29,https://fantasy.skiclassics.com/athletes,,Jonathan Göppert,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,Youth,$1 243,0 p.,-
1763925487-30,https://fantasy.skiclassics.com/athletes,,Nils Dahlsten,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$3 099,0 p.,-
1763925487-31,https://fantasy.skiclassics.com/athletes,,Marie Renée Sørum Gangsø,Team Sjusjøen Langløp,,,$3 012,0 p.,-
1763925487-32,https://fantasy.skiclassics.com/athletes,,Valerie Widmer,Team Emtec Nordic,,QCI,$228,0 p.,-
1763925487-33,https://fantasy.skiclassics.com/athletes,,Hilda Löf,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$6 214,0 p.,-
1763925487-34,https://fantasy.skiclassics.com/athletes,,Magni Smedås,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 183,0 p.,-
1763925487-35,https://fantasy.skiclassics.com/athletes,,Nicole Donzallaz,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$1 970,0 p.,-
1763925487-36,https://fantasy.skiclassics.com/athletes,,Laurie Flochon Joly,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$4 344,0 p.,-
1763925487-37,https://fantasy.skiclassics.com/athletes,,Léonie Harivel,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$3 608,0 p.,-
1763925487-38,https://fantasy.skiclassics.com/athletes,,Jenny Ramstedt,Bruse Sauerland Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/BRUSE-Sauerland-Ski-Team-Race-Suit-2025.png,,$1 210,0 p.,-
1763925487-39,https://fantasy.skiclassics.com/athletes,,Sofie Elebro Lind,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$5 969,0 p.,-
1763925487-40,https://fantasy.skiclassics.com/athletes,,Hanne Skulbru,Team Rustad IL Oslo,,,$1 921,0 p.,-
1763925487-41,https://fantasy.skiclassics.com/athletes,,Hans Petter Rolke,Team Rustad IL Oslo,,,$1 861,0 p.,-
1763925487-42,https://fantasy.skiclassics.com/athletes,,Amund Riege,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,Youth,$11 222,0 p.,-
1763925487-43,https://fantasy.skiclassics.com/athletes,,Olli Tyrväinen,Team Edux,https://skiclassics.com/wp-content/uploads/2023/03/Team-Edux-race-suit-1.svg,QCI,$686,0 p.,-
1763925487-44,https://fantasy.skiclassics.com/athletes,,Herman Paus,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,Youth,$6 680,0 p.,-
1763925487-45,https://fantasy.skiclassics.com/athletes,,Petr Kolaja,eD system RSJ Team,,Youth,$375,0 p.,-
1763925487-46,https://fantasy.skiclassics.com/athletes,,Matthias Waldauf,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$537,0 p.,-
1763925487-47,https://fantasy.skiclassics.com/athletes,,Stefan Falk,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$489,0 p.,-
1763925487-48,https://fantasy.skiclassics.com/athletes,,Sune Elmose,Danish Skimarathon Team,https://skiclassics.com/wp-content/uploads/2023/03/Danish-Skimarathon-Team-Race-Suit-1.svg,QCI,$540,0 p.,-
1763925487-49,https://fantasy.skiclassics.com/athletes,,Henrik Vik Tolo,Team Rustad IL Oslo,,,$3 386,0 p.,-
1763925487-50,https://fantasy.skiclassics.com/athletes,,Erik Ola Jorde,Team Aktiv Mot Kreft,,Youth,$2 290,0 p.,-
1763925487-51,https://fantasy.skiclassics.com/athletes,,Marie Renée Sørum Gangsø,Team Sjusjøen Langløp,,,$3 012,0 p.,-
1763925487-52,https://fantasy.skiclassics.com/athletes,,Valerie Widmer,Team Emtec Nordic,,QCI,$228,0 p.,-
1763925487-53,https://fantasy.skiclassics.com/athletes,,Hilda Löf,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$6 214,0 p.,-
1763925487-54,https://fantasy.skiclassics.com/athletes,,Magni Smedås,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 183,0 p.,-
1763925487-55,https://fantasy.skiclassics.com/athletes,,Nicole Donzallaz,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$1 970,0 p.,-
1763925487-56,https://fantasy.skiclassics.com/athletes,,Laurie Flochon Joly,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$4 344,0 p.,-
1763925487-57,https://fantasy.skiclassics.com/athletes,,Léonie Harivel,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$3 608,0 p.,-
1763925487-58,https://fantasy.skiclassics.com/athletes,,Jenny Ramstedt,Bruse Sauerland Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/BRUSE-Sauerland-Ski-Team-Race-Suit-2025.png,,$1 210,0 p.,-
1763925487-59,https://fantasy.skiclassics.com/athletes,,Sofie Elebro Lind,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$5 969,0 p.,-
1763925487-60,https://fantasy.skiclassics.com/athletes,,Hanne Skulbru,Team Rustad IL Oslo,,,$1 921,0 p.,-
1763925487-61,https://fantasy.skiclassics.com/athletes,,Henning Lie,Team Sjusjøen Langløp,,,$1 544,0 p.,-
1763925487-62,https://fantasy.skiclassics.com/athletes,,Mattia Armellini,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$1 003,0 p.,-
1763925487-63,https://fantasy.skiclassics.com/athletes,,Boris Berglez,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$267,0 p.,-
1763925487-64,https://fantasy.skiclassics.com/athletes,,Max Novak,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$12 718,0 p.,-
1763925487-65,https://fantasy.skiclassics.com/athletes,,Riccardo Mich,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$323,0 p.,-
1763925487-66,https://fantasy.skiclassics.com/athletes,,Stefano Mich,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$744,0 p.,-
1763925487-67,https://fantasy.skiclassics.com/athletes,,Oskar Kardin,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$7 697,0 p.,-
1763925487-68,https://fantasy.skiclassics.com/athletes,,Ulrik Emil Eriksen,Team Synnfjell,https://skiclassics.com/wp-content/uploads/2023/03/Team-Synnfjell-race-suit-template.png,Youth,$618,0 p.,-
1763925487-69,https://fantasy.skiclassics.com/athletes,,Anton Persson,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,,$3 575,0 p.,-
1763925487-70,https://fantasy.skiclassics.com/athletes,,Thomas Joly,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,QCI,$5 245,0 p.,-
1763925487-71,https://fantasy.skiclassics.com/athletes,,Marie Renée Sørum Gangsø,Team Sjusjøen Langløp,,,$3 012,0 p.,-
1763925487-72,https://fantasy.skiclassics.com/athletes,,Valerie Widmer,Team Emtec Nordic,,QCI,$228,0 p.,-
1763925487-73,https://fantasy.skiclassics.com/athletes,,Hilda Löf,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$6 214,0 p.,-
1763925487-74,https://fantasy.skiclassics.com/athletes,,Magni Smedås,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 183,0 p.,-
1763925487-75,https://fantasy.skiclassics.com/athletes,,Nicole Donzallaz,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$1 970,0 p.,-
1763925487-76,https://fantasy.skiclassics.com/athletes,,Laurie Flochon Joly,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$4 344,0 p.,-
1763925487-77,https://fantasy.skiclassics.com/athletes,,Léonie Harivel,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$3 608,0 p.,-
1763925487-78,https://fantasy.skiclassics.com/athletes,,Jenny Ramstedt,Bruse Sauerland Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/BRUSE-Sauerland-Ski-Team-Race-Suit-2025.png,,$1 210,0 p.,-
1763925487-79,https://fantasy.skiclassics.com/athletes,,Sofie Elebro Lind,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$5 969,0 p.,-
1763925487-80,https://fantasy.skiclassics.com/athletes,,Hanne Skulbru,Team Rustad IL Oslo,,,$1 921,0 p.,-
1763925487-81,https://fantasy.skiclassics.com/athletes,,Hjalmar Oscarsson,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,Youth,$663,0 p.,-
1763925487-82,https://fantasy.skiclassics.com/athletes,,Torleif Syrstad,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$8 222,0 p.,-
1763925487-83,https://fantasy.skiclassics.com/athletes,,Halvor Kleivi,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$216,0 p.,-
1763925487-84,https://fantasy.skiclassics.com/athletes,,Ivar Andre Ryttervold,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$422,0 p.,-
1763925487-85,https://fantasy.skiclassics.com/athletes,,Erling Moseby,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$238,0 p.,-
1763925487-86,https://fantasy.skiclassics.com/athletes,,Viljar Buer Christensen,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$213,0 p.,-
1763925487-87,https://fantasy.skiclassics.com/athletes,,Kjetil Stuge Bånerud,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$261,0 p.,-
1763925487-88,https://fantasy.skiclassics.com/athletes,,Gabriel Strid,Team GS8,https://skiclassics.com/wp-content/uploads/2024/10/Team-GS8-Race-Suit-new.png,,$2 421,0 p.,-
1763925487-89,https://fantasy.skiclassics.com/athletes,,Emil Nykvist,Team GS8,https://skiclassics.com/wp-content/uploads/2024/10/Team-GS8-Race-Suit-new.png,,$227,0 p.,-
1763925487-90,https://fantasy.skiclassics.com/athletes,,Thomas Rinner,Team Internorm Trentino GSG,https://skiclassics.com/wp-content/uploads/2023/03/vsc-race-suit-template-3.svg,QCI,$738,0 p.,-
1763925487-91,https://fantasy.skiclassics.com/athletes,,Marie Renée Sørum Gangsø,Team Sjusjøen Langløp,,,$3 012,0 p.,-
1763925487-92,https://fantasy.skiclassics.com/athletes,,Valerie Widmer,Team Emtec Nordic,,QCI,$228,0 p.,-
1763925487-93,https://fantasy.skiclassics.com/athletes,,Hilda Löf,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$6 214,0 p.,-
1763925487-94,https://fantasy.skiclassics.com/athletes,,Magni Smedås,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 183,0 p.,-
1763925487-95,https://fantasy.skiclassics.com/athletes,,Nicole Donzallaz,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$1 970,0 p.,-
1763925487-96,https://fantasy.skiclassics.com/athletes,,Laurie Flochon Joly,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$4 344,0 p.,-
1763925487-97,https://fantasy.skiclassics.com/athletes,,Léonie Harivel,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$3 608,0 p.,-
1763925487-98,https://fantasy.skiclassics.com/athletes,,Jenny Ramstedt,Bruse Sauerland Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/BRUSE-Sauerland-Ski-Team-Race-Suit-2025.png,,$1 210,0 p.,-
1763925487-99,https://fantasy.skiclassics.com/athletes,,Sofie Elebro Lind,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$5 969,0 p.,-
1763925487-100,https://fantasy.skiclassics.com/athletes,,Hanne Skulbru,Team Rustad IL Oslo,,,$1 921,0 p.,-
1763925487-101,https://fantasy.skiclassics.com/athletes,,Emil Persson,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$13 581,0 p.,-
1763925487-102,https://fantasy.skiclassics.com/athletes,,Lorenzo Busin,Team Internorm Trentino GSG,https://skiclassics.com/wp-content/uploads/2023/03/vsc-race-suit-template-3.svg,QCI,$3 440,0 p.,-
